,0,1,2,3,4
254,Romanian Deadlift,Hamstrings,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-06b-barbell-stiff-legged-deadlift-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-06b-barbell-stiff-legged-deadlift-m2-16x9.jpg,"Hold a bar at hip level with a pronated (palms facing down) grip. Your shoulders should be back, your back arched, and your knees slightly bent. This will be your starting position. Lower the bar by moving your butt back as far as you can. Keep the bar close to your body, your head looking forward, and your shoulders back. Done correctly, you should reach the maximum range of your hamstring flexibility just below the knee. Any further movement will be compensation and should be avoided for this movement. At the bottom of your range of motion, return the starting position by driving the hips forward to stand up tall."
255,Bent-knee reverse crunch,Abdominals,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-101a-bent-knee-reverse-crunch-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-101a-bent-knee-reverse-crunch-m2-16x9.jpg,"Lay flat on the floor with your arms next to your sides. Now bend your knees at around a 75 degree angle and lift your feet off the floor by around 2 inches. Using your lower abs, bring your knees in towards you as you maintain the 75 degree angle bend in your legs. Continue this movement until you raise your hips off of the floor by rolling your pelvis backward. Breathe out as you perform this portion of the movement. Tip: At the end of the movement your knees will be over your chest. Squeeze your abs at the top of the movement for a second and then return to the starting position slowly as you breathe in. Tip: Maintain a controlled motion at all times. Repeat for the recommended amount of repetitions."
256,Knee Tuck Jump,Hamstrings,https://www.bodybuilding.com/images/2020/xdb/originals/2020-xdb-55a-vertical-jump-m2.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/2020-xdb-55a-vertical-jump-m3.jpg,"Begin in a comfortable standing position with your knees slightly bent. Hold your hands in front of you, palms down with your fingertips together at chest height. This will be your starting position. Rapidly dip down into a quarter squat and immediately explode upward. Drive the knees towards the chest, attempting to touch them to the palms of the hands. Jump as high as you can, raising your knees up, and then ensure a good land be re-extending your legs, absorbing impact through be allowing the knees to rebend."
257,Seated Good Mornings,Lower Back,https://www.bodybuilding.com/exercises/exerciseImages/sequences/712/Male/l/712_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/712/Male/l/712_2.jpg,"Set up a box in a power rack. The pins should be set at an appropriate height. Begin by stepping under the bar and placing it across the back of the shoulders, not on top of your traps. Squeeze your shoulder blades together and rotate your elbows forward, attempting to bend the bar across your shoulders. Remove the bar from the rack, creating a tight arch in your lower back. Keep your head facing forward. With your back, shoulders, and core tight, push your knees and butt out and you begin your descent. Sit back with your hips until you are seated on the box. This will be your starting position. Keeping the bar tight, bend forward at the hips as much as possible. If you set the pins to what would be parallel, you not only have a safety if you fail, but know when to stop. Pause just above the pins and reverse the motion until your torso it upright."
258,Close-grip dumbbell bench press,Chest,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1611/Male/l/1611_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1611/Male/l/1611_2.jpg,"Place a dumbbell standing up on a flat bench. Ensuring that the dumbbell stays securely placed at the top of the bench, lie perpendicular to the bench with only your shoulders lying on the surface. Hips should be below the bench and your legs bent with your feet firmly on the floor. Grasp the dumbbell with both hands and hold it straight over your chest at armâ€™s length. Both palms should be pressing against the underside of the sides of the dumbbell. This will be your starting position. Initiate the movement by lowering the dumbbell to your chest. Return to the starting position by extending the elbows."
259,Zercher squat,Quadriceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-57b-zercher-squat-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-57b-zercher-squat-m2-16x9.jpg,"This exercise is best performed inside a squat rack for safety purposes. To begin, first set the bar on a rack that best matches your height. The correct height should be anywhere above the waist but below the chest. Once the correct height is chosen and the bar is loaded, lock your hands together and place the bar on top of your arms in between the forearm and upper arm. Lift the bar up so that it is resting on top of your forearms. If you are holding the bar properly, it should look as if you have your arms crossed but with a bar running across them. Step away from the rack and position your legs using a shoulder width medium stance with the toes slightly pointed out. Keep your head up at all times as looking down will get you off balance and also maintain a straight back. This will be your starting position. (Note: For the purposes of this discussion we will use the medium stance described above which targets overall development; however you can choose any of the three stances discussed in the foot stances section). Begin to lower the bar by bending the knees as you maintain a straight posture with the head up. Continue down until the angle between the upper leg and the calves becomes slightly less than 90-degrees (which is the point in which the upper legs are below parallel to the floor). Inhale as you perform this portion of the movement. Tip: If you performed the exercise correctly, the front of the knees should make an imaginary straight line with the toes that is perpendicular to the front. If your knees are past that imaginary line (if they are past your toes) then you are placing undue stress on the knee and the exercise has been performed incorrectly. Begin to raise the bar as you exhale by pushing the floor with the ball of your foot mainly as you straighten the legs again and go back to the starting position. Repeat for the recommended amount of repetitions."
260,Stiff Leg Barbell Good Morning,Lower Back,https://www.bodybuilding.com/exercises/exerciseImages/sequences/86/Male/l/86_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/86/Male/l/86_2.jpg,"This exercise is best performed inside a squat rack for safety purposes. To begin, first set the bar on a rack that best matches your height. Once the correct height is chosen and the bar is loaded, step under the bar and place the back of your shoulders (slightly below the neck) across it. Hold on to the bar using both arms at each side and lift it off the rack by first pushing with your legs and at the same time straightening your torso. Step away from the rack and position your legs using a shoulder width medium stance. Keep your head up at all times as looking down will get you off balance and also maintain a straight back. This will be your starting position. Keeping your legs stationary, move your torso forward by bending at the hips while inhaling. Lower your torso until it is parallel with the floor. Begin to raise the bar as you exhale by elevating your torso back to the starting position. Repeat for the recommended amount of repetitions."
261,Standing Dumbbell Reverse Curl,Biceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-21d-reverse-grip-dumbbell-curl-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-21d-reverse-grip-dumbbell-curl-m2-16x9.jpg,"To begin, stand straight with a dumbbell in each hand using a pronated grip (palms facing down). Your arms should be fully extended while your feet are shoulder width apart from each other. This is the starting position. While holding the upper arms stationary, curl the weights while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a second as you squeeze the muscle. Slowly begin to bring the dumbbells back to starting position as your breathe in. Repeat for the recommended amount of repetitions."
262,Tate Press,Triceps,https://www.bodybuilding.com/exercises/exerciseImages/sequences/226/Male/l/226_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/226/Male/l/226_2.jpg,"Lie down on a flat bench with a dumbbell in each hand on top of your thighs. The palms of your hand will be facing each other. By using your thighs to help you get the dumbbells up, clean the dumbbells one arm at a time so that you can hold them in front of you at shoulder width. Note: when holding the dumbbells in front of you, make sure your arms are wider than shoulder width apart from each other using a pronated (palms forward) grip. Allow your elbows to point out. This is your starting position. Keeping the upper arms stationary, slowly move the dumbbells in and down in a semi circular motion until they touch the upper chest while inhaling. Keep full control of the dumbbells at all times and do not move the upper arms nor rest the dumbbells on the chest. As you breathe out, move the dumbbells up using your triceps and the same semi-circular motion but in reverse. Attempt to keep the dumbbells together as they move up. Lock your arms in the contracted position, hold for a second and then start coming down again slowly again. Tip: It should take at least twice as long to go down than to come up. Repeat the movement for the prescribed amount of repetitions of your training program."
263,Alternating heel-touch,Abdominals,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-168a-alternating-heel-touch-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-168a-alternating-heel-touch-m2-16x9.jpg,"Lie on the floor with the knees bent and the feet on the floor around 18-24 inches apart. Your arms should be extended by your side. This will be your starting position. Crunch over your torso forward and up about 3-4 inches to the right side and touch your right heel as you hold the contraction for a second. Exhale while performing this movement. Now go back slowly to the starting position as you inhale. Now crunch over your torso forward and up around 3-4 inches to the left side and touch your left heel as you hold the contraction for a second. Exhale while performing this movement and then go back to the starting position as you inhale. Now that both heels have been touched, that is considered 1 repetition. Continue alternating sides in this manner until all prescribed repetitions are done."
264,Fire Hydrant,Abductors,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3441/Male/l/3441_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3441/Male/l/3441_2.jpg,"Position yourself on your hands and knees on the ground. This will be your starting position. Keeping the knee in a bent position, abduct the femur, moving your knee away from the midline of the body. Pause at the top of the motion, and then slowly return to the starting position. Perform this slowly for a number of repetitions, and repeat on the other side."
265,Cuban press,Shoulders,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-64d-cuban-press-m2-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-64d-cuban-press-m4-16x9.jpg,"Take a dumbbell in each hand with a pronated grip in a standing position. Raise your upper arms so that they are parallel to the floor, allowing your lower arms to hang in the ""scarecrow"" position. This will be your starting position. To initiate the movement, externally rotate the shoulders to move the upper arm 180 degrees. Keep the upper arms in place, rotating the upper arms until the wrists are directly above the elbows, the forearms perpendicular to the floor. Now press the dumbbells by extending at the elbows, straightening your arms overhead. Return to the starting position as you breathe in by reversing the steps. Repeat for the recommended amount of repetitions."
266,Reverse Flyes With External Rotation,Shoulders,https://www.bodybuilding.com/exercises/exerciseImages/sequences/239/Male/l/239_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/239/Male/l/239_2.jpg,"To begin, lie down on an incline bench set at a 30-degree angle with the chest and stomach pressing against the incline. Have the dumbbells in each hand with the palms facing down to the floor. Your arms should be in front of you so that they are perpendicular to the angle of the bench. Tip: Your elbows should have a slight bend. The legs should be stationary while applying pressure with the ball of your toes (your heels should not be touching the floor). This is the starting position. Maintaining the slight bend of the elbows, move the weights out and away from each other in an arc motion while exhaling. As you lift the weight, your wrist should externally rotate by 90-degrees so that you go from a palms down (pronated) grip to a palms facing each other (neutral) grip. Tip: Try to squeeze your shoulder blades together to get the best results from this exercise. The arms should be elevated until they are level with the head. Feel the contraction and slowly lower the weights back down to the starting position while inhaling. Repeat for the recommended amount of repetitions."
267,Windmills,Abductors,https://www.bodybuilding.com/exercises/exerciseImages/sequences/631/Male/l/631_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/631/Male/l/631_2.jpg,"Lie on your back with your arms extended out to the sides and your legs straight. This will be your starting position. Lift one leg and quickly cross it over your body, attempting to touch the ground near the opposite hand. Return to the starting position, and repeat with the opposite leg. Continue to alternate for 10-20 repetitions."
268,Bent-arm barbell pull-over,Lats,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-28e-bent-arm-barbell-pull-over-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-28e-bent-arm-barbell-pull-over-m2-16x9.jpg,"Lie on a flat bench with a barbell using a shoulder grip width. Hold the bar straight over your chest with a bend in your arms. This will be your starting position. While keeping your arms in the bent arm position, lower the weight slowly in an arc behind your head while breathing in until you feel a stretch on the chest. At that point, bring the barbell back to the starting position using the arc through which the weight was lowered and exhale as you perform this movement. Hold the weight on the initial position for a second and repeat the motion for the prescribed number of repetitions."
269,Sphinx push-up,Chest,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-221a-sphinx-push-up-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-221a-sphinx-push-up-m3-16x9.jpg,"Assume a plank position on the ground. You should be supporting your body weight on your toes and forearms keeping your torso straight. Your forearms should be shoulder-width apart. This will be your starting position. Pressing your palms firmly into the ground, extend through the elbows to raise your body from the ground. Keep your torso rigid as you perform the movement. Slowly lower your forearms back to the ground by allowing the elbows to flex. Repeat for the desired number of repetitions."
270,Palms-out incline biceps curl,Biceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-22n-palms-out-incline-biceps-curl-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-22n-palms-out-incline-biceps-curl-m2-16x9.jpg,"Hold a dumbbell in each hand and lie back on an incline bench. The dumbbells should be at arm's length hanging at your sides and your palms should be facing out. This will be your starting position. Now as you exhale curl the weight outward and up while keeping your forearms in line with your side deltoids. Continue the curl until the dumbbells are at shoulder height and to the sides of your deltoids. Tip: The end of the movement should look similar to a double biceps pose. After a second contraction at the top of the movement, start to inhale and slowly lower the weights back to the starting position using the same path used to bring them up. Repeat for the recommended amount of repetitions."
271,Rocket Jump,Quadriceps,https://www.bodybuilding.com/exercises/exerciseImages/sequences/812/Male/l/812_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/812/Male/l/812_2.jpg,"Begin in a relaxed stance with your feet shoulder width apart and hold your arms close to the body. To initiate the move, squat down halfway and explode back up as high as possible. Fully extend your entire body, reaching overhead as far as possible. As you land, absorb your impact through the legs."
272,Jefferson Squats,Quadriceps,https://www.bodybuilding.com/exercises/exerciseImages/sequences/283/Male/l/283_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/283/Male/l/283_2.jpg,Place a barbell on the floor. Stand in the middle of the bar length wise. Bend down by bending at the knees and keeping your back straight and grasp the front of the bar with your right hand. Your palm should be in (neutral grip) facing the left side. Grasp the rear of the bar with your left hand. The palm of your hand should be in neutral grip alignment (palms facing the right side). Tip: Ensure that your grip is even on the bar. Your torso should be positioned right in the middle of the bar and the distance between your torso and your right hand (which should be at the front) should be the same as the distance between your torso and your left hand (which should be to your back). Now stand straight up with the weight. Tip: Your feet should be shoulder width apart and your toes slightly pointed out. Squat down by bending at the knees and keeping your back straight until your upper thighs are parallel with the floor. Tip: Keep your back as vertical as possible with the floor and your head up. Also remember to not let your knees go past your toes. Inhale during this portion of the movement. Now drive yourself back up to the starting position by pushing with the feet . Tip: Keep the bar hanging at arm's length and your elbows locked with a slight bend. The arms only serve as hooks. Avoid doing any lifting with them. Do the lifting with your thighs; not your arms.
273,Bodyweight Walking Lunge,Quadriceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-20a-walking-lunge-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-20a-walking-lunge-m2-16x9.jpg,"Begin standing with your feet shoulder width apart and your hands on your hips. Step forward with one leg, flexing the knees to drop your hips. Descend until your rear knee nearly touches the ground. Your posture should remain upright, and your front knee should stay above the front foot. Drive through the heel of your lead foot and extend both knees to raise yourself back up. Step forward with your rear foot, repeating the lunge on the opposite leg."
274,Standing Barbell Press Behind Neck,Shoulders,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-12b-standing-behind-the-head-press-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-12b-standing-behind-the-head-press-m2-16x9.jpg,"This exercise is best performed inside a squat rack for easier pick up of the bar. To begin, first set the bar on a rack that best matches your height. Once the correct height is chosen and the bar is loaded, step under the bar and place the back of your shoulders (slightly below the neck) across it. Hold on to the bar using both arms at each side and lift it off the rack by first pushing with your legs and at the same time straightening your torso. Step away from the rack and position your legs using a shoulder width medium stance with the toes slightly pointed out. Your back should be kept straight while performing this exercise. This will be your starting position. Elevate the barbell overhead by fully extending your arms while breathing out. Hold the contraction for a second and lower the barbell back down to the starting position by inhaling. Repeat for the recommended amount of repetitions."
275,Single-arm side lying rear fly,Shoulders,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-143d-single-arm-side-lying-rear-fly-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-143d-single-arm-side-lying-rear-fly-m2-16x9.jpg,"While holding a dumbbell in one hand, lay with your chest down on a flat bench. The other hand can be used to hold to the leg of the bench for stability. Position the palm of the hand that is holding the dumbbell in a neutral manner (palms facing your torso) as you keep the arm extended with the elbow slightly bent. This will be your starting position. Now raise the arm with the dumbbell to the side until your elbow is at shoulder height and your arm is roughly parallel to the floor as you exhale. Tip: Maintain your arm perpendicular to the torso while keeping your arm extended throughout the movement. Also, keep the contraction at the top for a second. Slowly lower the dumbbell to the starting position as you inhale. Repeat for the recommended amount of repetitions."
276,Standing Bent-Over One-Arm Dumbbell Triceps Extension,Triceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-76d-single-arm-triceps-kick-back-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-76d-single-arm-triceps-kick-back-m2-16x9.jpg,"With a dumbbell in one hand and the palm facing your torso, bend your knees slightly and bring your torso forward, by bending at the waist, while keeping the back straight until it is almost parallel to the floor. Make sure that you keep the head up. The upper arm should be close to the torso and parallel to the floor while the forearm is pointing towards the floor as the hand holds the weight. Tip: There should be a 90-degree angle between the forearm and the upper arm. This is your starting position. Keeping the upper arms stationary, use the triceps to lift the weights as you exhale until the forearms are parallel to the floor and the whole arm is extended. Like many other arm exercises, only the forearm moves. After a second contraction at the top, slowly lower the dumbbell back to the starting position as you inhale. Repeat the movement for the prescribed amount of repetitions. Switch arms and repeat the exercise."
277,Single-arm dumbbell upright row,Shoulders,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-126d-single-arm-dumbbell-upright-row-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-126d-single-arm-dumbbell-upright-row-m2-16x9.jpg,"Grab a dumbbell and stand up straight with your arm extended in front of you with a slight bend at the elbows and your back straight. This will be your starting position. Tip: The dumbbell should be resting on top of your thigh with the palm of your hands facing your thighs. Keep the other hand can be kept fully extended to the side, by the waist or grabbing a fixed surface. This will be your starting position. Use your side shoulders to lift the dumbbell as you exhale. The dumbbell should be close to the body as you move it up. Continue to lift it until the dumbbell is nearly in line with your chin. Tip: Your elbows should drive the motion. As you lift the dumbbell, your elbow should always be higher than your forearm. Also, keep your torso stationary and pause for a second at the top of the movement. Lower the dumbbell back down slowly to the starting position. Inhale as you perform this portion of the movement. Repeat for the recommended amount of repetitions and switch arms."
278,Leg-Up Hamstring Stretch,Hamstrings,https://www.bodybuilding.com/exercises/exerciseImages/sequences/429/Male/l/429_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/429/Male/l/429_2.jpg,"Lie flat on your back, bend one knee, and put that foot flat on the floor to stabilize your spine. Extend the other leg in the air. If you're tight, you wont be able to straighten it. That's okay. Extend the knee so that the sole of the lifted foot faces the ceiling (or as close as you can get it). Slowly straighten the legs as much as possible and then pull the leg toward your nose. Switch sides."
279,Walking High Knees,Quadriceps,https://www.bodybuilding.com/images/2020/xdb/3053_1l.jpg,https://www.bodybuilding.com/images/2020/xdb/3053_2l.jpg,Begin standing with your feet shoulder-width apart. Your arms should be bent and at your sides. Lift your right knee up until it reaches your waist. Your left arm should swing forward while your right arm swings back. Return your right foot to the ground as you lift your left knee. Swing your right arm forward and your left arm back. Repeat.
280,Dumbbell Scaption,Shoulders,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1341/Male/l/1341_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1341/Male/l/1341_2.jpg,"This corrective exercise strengthens the muscles that stabilize your shoulder blade. Hold a light weight in each hand, hanging at your sides. Your thumbs should pointing up. Begin the movement raising your arms out in front of you, about 30 degrees off center. Your arms should be fully extended as you perform the movement. Continue until your arms are parallel to the ground, and then return to the starting position."
281,Suspended Reverse Crunch,Abdominals,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1401/Male/l/1401_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1401/Male/l/1401_2.jpg,"Secure a set of suspension straps with the handles hanging about a foot off of the ground. Move yourself into a pushup plank position facing away from the rack. Place your feet into the handles. You should maintain a straight posture, not allowing the hips to sag. This will be your starting position. Begin the movement by flexing the knees and hips, drawing the knees to your torso. As you do so, anteriorly tilt your pelvis, allowing your spine to flex. At the top of the controlled motion, return to the starting position."
282,Lateral lunge,Quadriceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-11a-lateral-lunge-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-11a-lateral-lunge-m3-16x9.jpg,"Assume an athletic standing position, with the knees and hips slightly bent, feet shoulder-width apart, and the head and chest up. This will be your starting position. Staying low, take a slow, lateral step to the right. Keep your toes pointed forward and stay low. Extend the left knee, driving your weight to the right, flexing the knee and hip into a side lunge. Maintain good posture through the entire spine, keeping your head and chest up. Pause at the bottom of the motion, and then extend through the working leg to return to a standing position, transitioning into a lunge to the opposite side."
283,Close-Hands Push-Up,Chest,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-104a-close-push-up-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-104a-close-push-up-m2-16x9.jpg,"Get in the push-up position on your toes with your hands directly under your shoulders. Your body should be as straight as possible, maintaining the neutral alignment of your head. This is your start position. Allow your elbows to break as you lower your body toward the floor but donâ€™t allow it to touch. Keep your body as straight as possible. Your elbows should be pointing rearward, bent about 90 degrees, at the bottom position. Press back up through your hands to full arm extension. Repeat for the required number of reps."
284,Barbell side split squat,Quadriceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-54b-barbell-side-split-squat-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-54b-barbell-side-split-squat-m2-16x9.jpg,"Stand up straight while holding a barbell placed on the back of your shoulders (slightly below the neck). Your feet should be placed wide apart with the foot of the lead leg angled out to the side. This will be your starting position. Lower your body towards the side of your angled foot by bending the knee and hip of your lead leg and while keeping the opposite leg only slightly bent. Breathe in as you lower your body. Return to the starting position by extending the hip and knee of the lead leg. Breathe out as you perform this movement. After performing the recommended amount of reps, repeat the movement with the opposite leg."
285,See-Saw Press (Alternating Side Press),Shoulders,https://www.bodybuilding.com/exercises/exerciseImages/sequences/197/Male/l/197_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/197/Male/l/197_2.jpg,"Grab a dumbbell with each hand and stand up erect. Clean (lift) the dumbbells to the chest/shoulder level and then rotate your wrists so that your palms are facing towards you as if you were getting ready to perform an Arnold Press. This will be your starting position. Now start extending your left arm overhead as you rotate the wrist so that the palm of your hand faces forward as you go up. Your elbows should come out also as you lift the weight. Simultaneously, you will also be bending from your hip to your opposite side. Tip: If you perform the exercise correctly, is should look as if you are trying to reach for something overhead on the right hand side of your body, but with your left arm. Breathe out as you perform this movement. Once you reach the top position breathe in. Then, with the weight fully extended overhead and you bent over to your right hand side, begin the movement to the left side. Repeat for the recommended amount of repetitions."
286,Straight-arm plank with biceps curl,Biceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-35d-straight-arm-plank-with-biceps-curl-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-35d-straight-arm-plank-with-biceps-curl-m2-16x9.jpg,"Place a dumbbell on the ground and set-up in the ""up"" position of a push-up: arms extended, back and neck in a straight line, and core tight, so that your right hand is a few inches to the left of the dumbbell. Keep your feet shoulder width apart. Shift your weight to your left hand (and foot) as you grip the dumbbell in your right hand. This will be your starting position. Complete a biceps curl with the right arm by flexing at the elbow and curling upwards towards your shoulder. Lower your arm by fully extending it to the starting position. This is one repetition. Repeat for recommended number of repetitions and then switch arms."
287,Board bench press,Chest,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-91s-board-bench-press-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-91s-board-bench-press-m2-16x9.jpg,"Begin by lying on the bench, getting your head beyond the bar if possible. One to five boards, made out of 2x6's, can be screwed together and held in place by a training partner, bands, or just tucked under your shirt. Tuck your feet underneath you and arch your back. Using the bar to help support your weight, lift your shoulder off the bench and retract them, squeezing the shoulder blades together. Use your feet to drive your traps into the bench. Maintain this tight body position throughout the movement. You can take a standard bench grip, or shoulder width to focus on the triceps. Pull the bar out of the rack without protracting your shoulders. The bar, wrist, and elbow should stay in line at all times. Focus on squeezing the bar and trying to pull it apart. Lower the bar to the boards, and then drive the bar up with as much force as possible. The elbows should be tucked in until lockout."
288,Frankenstein Squat,Quadriceps,https://www.bodybuilding.com/exercises/exerciseImages/sequences/684/Male/l/684_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/684/Male/l/684_2.jpg,"This drill teaches you the proper positioning of both the bar and your body during the clean and front squat. Place the barbell on the front of the shoulders, releasing your grip and extending your arms out in front of you. The shoulders should be pushed forward to create a shelf, and the bar should be in contact with the throat. Ensure that you only move your shoulder blades forward; don't round the thoracic spine. Squat by flexing the knees and hips, sitting in between your legs. Keep the torso upright, the arms up, and the shoulders forward, and the bar should stay in place. Go to the bottom of the squat, until your hamstrings contact your calves. Return to the upright position by driving through the front of the heel and extending the knees and hips."
289,Lying bench reverse crunch,Abdominals,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-34e-lying-bench-reverse-crunch-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-34e-lying-bench-reverse-crunch-m2-16x9.jpg,"Lie on an exercise mat or a flat bench with your legs off the end. Place your hands either under your glutes with your palms down or by the sides holding on to the bench (or with palms down by the side on an exercise mat). Also extend your legs straight out. This will be your starting position. Bend your knees and pull your upper thighs into your midsection as you breathe out. Continue this movement until your knees are near your chest. Hold the contracted position for a second. As you breathe in, slowly return to the starting position. Repeat for the recommended amount of repetitions."
290,Side Leg Raises,Adductors,https://www.bodybuilding.com/exercises/exerciseImages/sequences/635/Male/l/635_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/635/Male/l/635_2.jpg,"Stand next to a chair, which you may hold onto as a support. Stand on one leg. This will be your starting position. Keeping your leg straight, raise it as far out to the side as possible, and swing it back down, allowing it to cross the opposite leg. Repeat this swinging motion 5-10 times, increasing the range of motion as you do so."
291,Barbell speed squat,Quadriceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-55b-barbell-speed-squat-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-55b-barbell-speed-squat-m2-16x9.jpg,"This exercise is best performed inside a squat rack for safety purposes. To begin, first set the bar on a rack that best matches your height. Once the correct height is chosen and the bar is loaded, step under the bar and place the back of your shoulders (slightly below the neck) across it. Hold on to the bar using both arms at each side and lift it off the rack by first pushing with your legs and at the same time straightening your torso. Step away from the rack and position your legs using a shoulder width medium stance with the toes slightly pointed out. Keep your head up at all times as looking down will get you off balance and also maintain a straight back. This will be your starting position. (Note: For the purposes of this discussion we will use the medium stance which targets overall development; however you can choose any of the three stances discussed in the foot stances section). Begin to lower the bar by bending the knees as you maintain a straight posture with the head up. Continue down until the angle between the upper leg and the calves becomes slightly less than 90-degrees (which is the point in which the upper legs are below parallel to the floor). Inhale as you perform this portion of the movement. Tip: If you performed the exercise correctly, the front of the knees should make an imaginary straight line with the toes that is perpendicular to the front. If your knees are past that imaginary line (if they are past your toes) then you are placing undue stress on the knee and the exercise has been performed incorrectly. Begin to raise the bar as fast as possible without involving momentum as you exhale by pushing the floor with the heel of your foot mainly as you straighten the legs again and go back to the starting position. Note: You should perform these exercises as fast as possible but without breaking perfect form and without involving momentum. Repeat for the recommended amount of repetitions."
292,Tiger-bend push-up,Chest,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-121a-tiger-bend-push-up-m3-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-121a-tiger-bend-push-up-m5-16x9.jpg,"Begin in the top position of a push-up: arms extended, back and neck in a straight line, and core tight with your hands slightly wider than shoulder width. This will be your starting position. Lower yourself to a bottom push-up position with your chest slightly above the floor. Rock backwards by bringing your elbows back and forearms to the ground, pushing through your palms. Your hips may rise slightly as you move back. This is OK. Transition back to the bottom push-up position by rocking forward. Then, push up to the starting position. This is one repetition. Repeat for the recommended number of repetitions."
